ID_Cabang,Nama_Cabang,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Telepon,Status_IMB,Sewa_Mulai,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Sertifikat_Halal,Halal_Exp,Tingkat_Sengketa,Deskripsi_Sengketa,Tanggal_Update,URL_Maps
GCN-0264,Mie Gacoan Sudirman,"Alamat: Jl. Jend. Sudirman No.22, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124",Kota Mataram,Nusa Tenggara Barat,4.7,,Telepon: 0895-3811-59959,Approved,2023-03-31,2026-07-19,117,Tersertifikasi,2026-10-02,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sudirman/data=!4m7!3m6!1s0x2dcdc10056e773b3:0xd07d0a15915b03ea!8m2!3d-8.5628181!4d116.1118933!16s%2Fg%2F11yrgmydpk!19sChIJs3PnVgDBzS0R6gNbkRUKfdA?authuser=0&hl=id&rclk=1
GCN-0326,Mie Gacoan Gorontalo Ahmad Yani,"Alamat: JXCG+6M2, Jl. Sudirman, Hunggaluwa, Kec. Limboto, Kabupaten Gorontalo, Gorontalo 96214",Kabupaten Gorontalo,Sulawesi Utara,4.9,,,Approved,2023-10-30,2026-07-22,120,Tersertifikasi,2026-05-05,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Gorontalo+Ahmad+Yani/data=!4m7!3m6!1s0x32792f000c122459:0x358ed154f7c1d07b!8m2!3d0.620658!4d122.976384!16s%2Fg%2F11xtysp1l5!19sChIJWSQSDAAveTIRe9DB91TRjjU?authuser=0&hl=id&rclk=1
GCN-0046,Mie Gacoan Abusamah Palembang,"Alamat: Jl. R.A. Abusamah, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151",Kota Palembang,Sumatra Barat,4.8,,Telepon: 0896-0100-5003,In Progress,2024-09-02,2026-07-22,120,Dalam Proses,2027-06-06,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Abusamah+Palembang/data=!4m7!3m6!1s0x2e3b75fcf6e117bb:0x98a0f3a31a30b103!8m2!3d-2.942163!4d104.7437593!16s%2Fg%2F11v4jftmzr!19sChIJuxfh9vx1Oy4RA7EwGqPzoJg?authuser=0&hl=id&rclk=1
GCN-0158,Mie Gacoan Tangerang - STPI,"Alamat: Jl. Raya PLP Curug No.44, Curug Wetan, Kec. Curug, Kabupaten Tangerang, Banten 15820",Kabupaten Tangerang,Banten,4.8,,,Approved,2024-02-12,2026-07-22,120,Dalam Proses,2027-10-07,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tangerang+-+STPI/data=!4m7!3m6!1s0x2e69fd00072d0c65:0x500d38034cb3530f!8m2!3d-6.269663!4d106.5566028!16s%2Fg%2F11wg81n0tm!19sChIJZQwtBwD9aS4RD1OzTAM4DVA?authuser=0&hl=id&rclk=1
GCN-0075,Mie Gacoan Jakarta - Lenteng Agung,"Alamat: Gg. Upu, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630",Kota Jakarta Selatan,Sumatra Barat,4.8,,,In Progress,2023-01-29,2026-07-23,121,Tersertifikasi,2027-05-04,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Lenteng+Agung/data=!4m7!3m6!1s0x2e69ed001139f83b:0x753630c52c453f0d!8m2!3d-6.3293248!4d106.8347913!16s%2Fg%2F11wqfq2p_h!19sChIJO_g5EQDtaS4RDT9FLMUwNnU?authuser=0&hl=id&rclk=1
GCN-0296,Mie Gacoan Balikpapan - MT Haryono,"Alamat: Jl. MT Haryono No.Kav 7, Damai, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114",Kota Balikpapan,Kalimantan Tengah,4.6,,,Approved,2023-06-18,2026-07-28,126,Tersertifikasi,2026-10-02,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Balikpapan+-+MT+Haryono/data=!4m7!3m6!1s0x2df147000f0ae8d5:0xe238ee56e4c997a9!8m2!3d-1.2601199!4d116.8638339!16s%2Fg%2F11vz0zyvfh!19sChIJ1egKDwBH8S0RqZfJ5FbuOOI?authuser=0&hl=id&rclk=1
GCN-0016,Mie Gacoan Banjar Mayjen,"Alamat: Jl. Lapang Bakti, Banjar, Kec. Banjar, Kota Banjar, Jawa Barat 46311",Kota Banjar,Aceh,4.8,,,Approved,2022-01-20,2026-07-28,126,Tersertifikasi,2027-10-19,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Banjar+Mayjen/data=!4m7!3m6!1s0x2e6f630022e385b3:0x135505608779f777!8m2!3d-7.3691583!4d108.5346015!16s%2Fg%2F11vx7gtm3h!19sChIJs4XjIgBjby4Rd_d5h2AFVRM?authuser=0&hl=id&rclk=1
GCN-0034,Mie Gacoan Bukittinggi - Soekarno Hatta,"Alamat: P93P+6CF, Manggis Ganting, Kec. Mandiangin Koto Selayan, Kota Bukittinggi, Sumatera Barat",Kota Bukittinggi,Sumatra Barat,4.7,,,Approved,2022-06-29,2026-07-30,128,Tersertifikasi,2026-12-26,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bukittinggi+-+Soekarno+Hatta/data=!4m7!3m6!1s0x2fd5390018dc451d:0x85da496834b5cba1!8m2!3d-0.2969403!4d100.3860447!16s%2Fg%2F11xh8tnsq_!19sChIJHUXcGAA51S8Rocu1NGhJ2oU?authuser=0&hl=id&rclk=1
GCN-0207,Mie Gacoan - Krian Sidoarjo,"Alamat: HHQF+74Q, Jl. Mayjen Bambang Yuwono, Sidodadi, Kemangsen, Kec. BalongBendo, Kabupaten Sidoarjo, Jawa Timur 61262",Kabupaten Sidoarjo,Jawa Timur,4.7,,,Approved,2022-01-27,2026-08-05,134,Tersertifikasi,2027-09-24,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Krian+Sidoarjo/data=!4m7!3m6!1s0x2e780939c90d9e33:0xd5b4a40e8881ba49!8m2!3d-7.4119291!4d112.5727483!16s%2Fg%2F11sth47k3_!19sChIJM54NyTkJeC4RSbqBiA6ktNU?authuser=0&hl=id&rclk=1
GCN-0054,Mie Gacoan Bandung,"Alamat: 976P+2QP, Jl. Imam Bonjol, Padang Matinggi, Kec. Padangsidimpuan Sel., Kota Padang Sidempuan, Sumatera Utara",Kota Padang Sidempuan,Sumatra Barat,,,,Approved,2024-06-03,2026-08-07,136,Tersertifikasi,2027-03-23,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bandung/data=!4m7!3m6!1s0x302c1b0039a5f509:0x235e1038bc1ecfa0!8m2!3d1.3600901!4d99.286956!16s%2Fg%2F11xtxl4pwy!19sChIJCfWlOQAbLDARoM8evDgQXiM?authuser=0&hl=id&rclk=1
GCN-0209,Mie Gacoan Candi Sidoarjo,"Alamat: GP97+45M, Jl. Raya Gelam No.6, Gelam, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271",Kabupaten Sidoarjo,Jawa Timur,4.6,,,Approved,2025-04-17,2026-08-10,139,Tersertifikasi,2026-07-27,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Candi+Sidoarjo/data=!4m7!3m6!1s0x2dd7e1e459c70fc5:0x7e642c4b2cdad29b!8m2!3d-7.4822162!4d112.7130171!16s%2Fg%2F11k4rs_zt1!19sChIJxQ_HWeTh1y0Rm9LaLEssZH4?authuser=0&hl=id&rclk=1
GCN-0224,Mie Gacoan KW Sukorejo,"Alamat: Sukorejo, RT.004/RW.006, Kec. Jatiroto, Jawa Tengah 57692",,Jawa Timur,4.5,,Telepon: 0812-1376-7938,Approved,2025-05-16,2026-08-13,142,Dalam Proses,2026-12-31,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+KW+Sukorejo/data=!4m7!3m6!1s0x2e7981b6fac87b5f:0x325eb4a0624e3501!8m2!3d-7.8695092!4d111.1093527!16s%2Fg%2F11tfbcbqmg!19sChIJX3vI-raBeS4RATVOYqC0XjI?authuser=0&hl=id&rclk=1
GCN-0020,Mie Gacoan Kapten Muslim,"Alamat: Jl. Kapten Muslim, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20118",Kota Medan,Sumatra Utara,4.8,,,Approved,2024-08-17,2026-08-17,146,Belum Tersertifikasi,2026-10-28,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kapten+Muslim/data=!4m7!3m6!1s0x30312f0033c3f813:0x892bc8e3df9e7bcf!8m2!3d3.600983!4d98.6450171!16s%2Fg%2F11vqc8fq15!19sChIJE_jDMwAvMTARz3ue3-PIK4k?authuser=0&hl=id&rclk=1
GCN-0195,Mie Gacoan - Ngagel,"Alamat: Jl. Ngagel No.128, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246",,Jawa Timur,4.7,,,Approved,2023-04-02,2026-08-17,146,Tersertifikasi,2026-05-16,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Ngagel/data=!4m7!3m6!1s0x2dd7fb573c4c5925:0x3cff48d5b1f97e17!8m2!3d-7.2893764!4d112.7447526!16s%2Fg%2F11krmn66s6!19sChIJJVlMPFf71y0RF375sdVI_zw?authuser=0&hl=id&rclk=1
GCN-0194,Mie Gacoan - Teuku Umar,"Alamat: Jl. Teuku Umar No.41Mangersari, Mangersari, Magersari, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212",Kabupaten Sidoarjo,Jawa Timur,4.8,,,Approved,2024-10-03,2026-08-17,146,Dalam Proses,2028-01-30,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Teuku+Umar/data=!4m7!3m6!1s0x2dd7e79fafbc2605:0xe758fcff46f28397!8m2!3d-7.4504644!4d112.7157177!16s%2Fg%2F11st8g762c!19sChIJBSa8r5_n1y0Rl4PyRv_8WOc?authuser=0&hl=id&rclk=1
GCN-0319,Mie Gacoan Arnold M - Minahasa Utara,"Alamat: CXCP+V52, Jl. Raya Manado - Bitung, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara",Kabupaten Minahasa Utara,Sulawesi Utara,4.9,,,Approved,2022-01-19,2026-08-19,148,Tersertifikasi,2027-11-24,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Arnold+M+-+Minahasa+Utara/data=!4m7!3m6!1s0x32870f0026623171:0xff739dd7208d8997!8m2!3d1.4221271!4d124.9853978!16s%2Fg%2F11ykn1xg3w!19sChIJcTFiJgAPhzIRl4mNINedc_8?authuser=0&hl=id&rclk=1
GCN-0058,Mie Gacoan By.Yosi,"Alamat: M5J3+3M3, Jl. Baharuddin Yusuf, sp. Ps. pagi, Kec. Tembilahan, Kabupaten Indragiri Hilir, Riau 29212",Kabupaten Indragiri Hilir,Sumatra Barat,,,,Approved,2024-07-07,2026-08-19,148,Tersertifikasi,2027-08-09,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+By.Yosi/data=!4m7!3m6!1s0x2e284037772b9273:0xd4ce9741f11ff9d0!8m2!3d-0.3198724!4d103.1541861!16s%2Fg%2F11vx3mf1qf!19sChIJc5IrdzdAKC4R0Pkf8UGXztQ?authuser=0&hl=id&rclk=1
GCN-0017,Mie Gacoan Medan Karya,"Alamat: Jl. Karya No.109, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235",Kota Medan,Sumatra Utara,4.7,,Telepon: 0897-9192-129,Approved,2023-01-04,2026-08-19,148,Tersertifikasi,2026-07-22,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Medan+Karya/data=!4m7!3m6!1s0x303131b458857877:0xfbbceeb91120c815!8m2!3d3.6105105!4d98.6655612!16s%2Fg%2F11jt1fqfnf!19sChIJd3iFWLQxMTARFcggEbnuvPs?authuser=0&hl=id&rclk=1
GCN-0052,"Mie Gacoan, Pipa Reja","Alamat: Jl. Pipa Reja No.801, Pipa Jaya, Kec. Kemuning, Kota Palembang, Sumatera Selatan",Kota Palembang,Sumatra Barat,4.4,,,Approved,2025-03-20,2026-08-21,150,Tersertifikasi,2027-11-30,Low,Tidak Ada Sengketa,2026-03-24,"https://www.google.com/maps/place/Mie+Gacoan,+Pipa+Reja/data=!4m7!3m6!1s0x2e3b769ce6971347:0x6bc84795ce9c7b8a!8m2!3d-2.9421278!4d104.7437409!16s%2Fg%2F11n34s_vbq!19sChIJRxOX5px2Oy4RinuczpVHyGs?authuser=0&hl=id&rclk=1"
GCN-0268,Mie Gacoan Pontianak - Khatulistiwa,"Alamat: Jl. Khatulistiwa No.300a, Siantan Hilir, Kec. Pontianak Utara, Kota Pontianak, Kalimantan Barat 78243",Kota Pontianak,Nusa Tenggara Barat,4.6,,,Approved,2024-03-26,2026-08-21,150,Dalam Proses,2028-01-03,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pontianak+-+Khatulistiwa/data=!4m7!3m6!1s0x2e1d59004c5bca67:0x1e576b0ef0b0d34a!8m2!3d-0.0003286!4d109.3236574!16s%2Fg%2F11ykg61mtc!19sChIJZ8pbTABZHS4RStOw8A5rVx4?authuser=0&hl=id&rclk=1
GCN-0289,Mie Gacoan - Barabai,"Alamat: C95C+3M2, Bukat, Kec. Barabai, Kabupaten Hulu Sungai Tengah, Kalimantan Selatan",Kabupaten Hulu Sungai Tengah,Kalimantan Tengah,4.9,,,Approved,2022-10-14,2026-08-22,151,Tersertifikasi,2026-10-21,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Barabai/data=!4m7!3m6!1s0x2de56d0006ae6ae7:0x8630ed758110797a!8m2!3d-2.5923539!4d115.3716323!16s%2Fg%2F11yfs6sv41!19sChIJ52quBgBt5S0RenkQgXXtMIY?authuser=0&hl=id&rclk=1
GCN-0011,Mie Gacoan Purwokerto,"Alamat: Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53191",Kabupaten Banyumas,Aceh,4.5,,,Approved,2024-05-31,2026-08-23,152,Tersertifikasi,2026-08-31,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Purwokerto/data=!4m7!3m6!1s0x2e655f4b2e15c697:0x8aa70d2081517e45!8m2!3d-7.4142053!4d109.2539947!16s%2Fg%2F11q9m90_z2!19sChIJl8YVLktfZS4RRX5RgSANp4o?authuser=0&hl=id&rclk=1
GCN-0074,Mie Gacoan Depok Sawangan,"Alamat: Jl. Raya Sawangan No.49, Rangkapan Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435",Kota Depok,Sumatra Barat,4.8,,Telepon: 0815-7482-1730,In Progress,2023-02-14,2026-09-05,165,Tersertifikasi,2027-11-20,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Depok+Sawangan/data=!4m7!3m6!1s0x2e69e974ceaf8a8b:0xae19af450e472b51!8m2!3d-6.3940795!4d106.7898831!16s%2Fg%2F11svg29bk9!19sChIJi4qvznTpaS4RUStHDkWvGa4?authuser=0&hl=id&rclk=1
GCN-0062,Mie Gacoan dan Warung Makan Cak ER,"Alamat: Dusun VI, Lubuk Tua, Kec. Muara Kelingi, Kabupaten Musi Rawas, Sumatera Selatan 31663",,Sumatra Barat,,,Telepon: 0853-5706-7437,Approved,2023-12-05,2026-09-07,167,Belum Tersertifikasi,2027-04-05,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+dan+Warung+Makan+Cak+ER/data=!4m7!3m6!1s0x2e30f50005f3abf9:0x79905f0599802a78!8m2!3d-3.0216125!4d103.155192!16s%2Fg%2F11yd909w63!19sChIJ-avzBQD1MC4ReCqAmQVfkHk?authuser=0&hl=id&rclk=1
GCN-0057,Mie Gacoan Mayang,"Alamat: Jl. Ir. H. Juanda No.66, Simpang III Sipin, Kec. Kota Baru, Kota Jambi, Jambi 36129",Kota Baru,Sumatra Barat,4.8,,Telepon: 0896-1000-2002,Approved,2024-03-11,2026-09-08,168,Tersertifikasi,2027-07-13,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mayang/data=!4m7!3m6!1s0x2e258900176431a9:0x8780334c79ab90fe!8m2!3d-1.6223135!4d103.5886095!16s%2Fg%2F11vm7fwtgn!19sChIJqTFkFwCJJS4R_pCreUwzgIc?authuser=0&hl=id&rclk=1
GCN-0244,Mie Gacoan Ayam Bakso Om Ali,"Alamat: R95X+6FM, Jl. Raya Cepu - Randublatung, RT.04/RW.01, Kedungjaran, Wulung, Kec. Randublatung, Kabupaten Blora, Jawa Tengah 58382",Kabupaten Blora,Jawa Timur,5.0,,,In Progress,2024-01-20,2026-09-11,171,Tersertifikasi,2028-02-15,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Ayam+Bakso+Om+Ali/data=!4m7!3m6!1s0x2e775ebf3a2e2657:0x515a68d421da37f1!8m2!3d-7.1919199!4d111.398679!16s%2Fg%2F11vz4hl03j!19sChIJVyYuOr9edy4R8TfaIdRoWlE?authuser=0&hl=id&rclk=1
GCN-0155,Mie Gacoan Tangerang - Citra Raya,"Alamat: Jl. Citra Raya Boulevard, Cikupa, Kec. Cikupa, Kabupaten Tangerang, Banten 15710",Kabupaten Tangerang,Banten,4.7,,,Approved,2025-03-05,2026-09-19,179,Tersertifikasi,2026-06-19,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tangerang+-+Citra+Raya/data=!4m7!3m6!1s0x2e42070012c18d87:0xb6cbba71f30df429!8m2!3d-6.2404118!4d106.5239022!16s%2Fg%2F11vk79zvhk!19sChIJh43BEgAHQi4RKfQN83G6y7Y?authuser=0&hl=id&rclk=1
GCN-0222,Mie Gacoan Boyolali,"Alamat: Jl. Boulevard Soekarno No.1, Wonosari, Kemiri, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57482",Kabupaten Boyolali,Jawa Timur,4.5,,,Approved,2022-09-12,2026-09-21,181,Tersertifikasi,2026-10-21,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Boyolali/data=!4m7!3m6!1s0x2e7a69c38653e761:0x174c8cb07901beaf!8m2!3d-7.5421561!4d110.6131617!16s%2Fg%2F11x8zm9_vt!19sChIJYedThsNpei4Rr74BebCMTBc?authuser=0&hl=id&rclk=1
GCN-0206,Mie Gacoan Batu,"Alamat: Jl. WR. Supratman No.50, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314",Kota Batu,Jawa Timur,4.6,,,In Progress,2025-02-25,2026-09-23,183,Tersertifikasi,2027-07-26,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Batu/data=!4m7!3m6!1s0x2e7880ccd79d8ed7:0x281605991dcd862b!8m2!3d-7.8731694!4d112.5251471!16s%2Fg%2F11thk4dh2h!19sChIJ146d18yAeC4RK4bNHZkFFig?authuser=0&hl=id&rclk=1
GCN-0269,Mie Gacoan Bekasi - Golden City,"Alamat: Perum Golden City, Blok B No.2, RT.008/RW.037, Tlk. Pucung, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17121",Kota Bks,Nusa Tenggara Barat,4.7,,,Approved,2022-09-30,2026-09-26,186,Tersertifikasi,2026-07-03,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bekasi+-+Golden+City/data=!4m7!3m6!1s0x2e69898d43ccd6dd:0xaf2bb7b4aacd5207!8m2!3d-6.208418!4d107.0223284!16s%2Fg%2F11tnk7f0k_!19sChIJ3dbMQ42JaS4RB1LNqrS3K68?authuser=0&hl=id&rclk=1
GCN-0307,Rombong Mie Gacoan Mantuil,"Alamat: Jalan Mantuil Raya No.02, Mantuil, Kec. Banjarmasin Sel., Kota Banjarmasin, Kalimantan Selatan 70244",Kota Banjarmasin,Kalimantan Selatan,,,,Approved,2022-02-02,2026-09-29,189,Tersertifikasi,2027-12-23,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Rombong+Mie+Gacoan+Mantuil/data=!4m7!3m6!1s0x2de421001e665be9:0x967c083dd006bd7b!8m2!3d-3.3487528!4d114.5633203!16s%2Fg%2F11ytlh_tw4!19sChIJ6VtmHgAh5C0Re70G0D0IfJY?authuser=0&hl=id&rclk=1
GCN-0245,Mie Gacoan Mie Nyemek Wonton Bakso Hot Lava - Mie Nyala,"Alamat: RT.14/RW.06, Ngepung, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175",Kabupaten Gresik,Jawa Timur,,,Telepon: 0838-3322-7273,Approved,2023-07-09,2026-10-01,191,Tersertifikasi,2026-10-13,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mie+Nyemek+Wonton+Bakso+Hot+Lava+-+Mie+Nyala/data=!4m7!3m6!1s0x2e780751483915e5:0xe09afbb76653272f!8m2!3d-7.3271603!4d112.5709046!16s%2Fg%2F11yb8g93f9!19sChIJ5RU5SFEHeC4RLydTZrf7muA?authuser=0&hl=id&rclk=1
GCN-0325,Mie Gacoan Tondano,"Alamat: 8W67+6PG, Kembuan, Kec. Tondano Utara, Kabupaten Minahasa, Sulawesi Utara",Kabupaten Minahasa,Sulawesi Utara,4.9,,,Approved,2023-03-22,2026-10-05,195,Tersertifikasi,2028-01-27,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tondano/data=!4m7!3m6!1s0x328715000745df73:0x9d9ae2f9728d6797!8m2!3d1.3105763!4d124.9145377!16s%2Fg%2F11xl0t9r9z!19sChIJc99FBwAVhzIRl2eNcvnimp0?authuser=0&hl=id&rclk=1
GCN-0325,Mie Gacoan Tondano,"Alamat: 8W67+6PG, Kembuan, Kec. Tondano Utara, Kabupaten Minahasa, Sulawesi Utara",,Sulawesi Utara,4.9,,,Approved,2023-03-22,2026-10-05,195,Tersertifikasi,2028-01-27,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tondano/data=!4m7!3m6!1s0x328715000745df73:0x9d9ae2f9728d6797!8m2!3d1.3105763!4d124.9145377!16s%2Fg%2F11xl0t9r9z!19sChIJc99FBwAVhzIRl2eNcvnimp0?authuser=0&hl=id&rclk=1
GCN-0347,Mie Gacoan - Perintis,"Alamat: Jl. Perintis Kemerdekaan, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",Kota Makassar,Sulawesi Tengah,4.9,,,In Progress,2021-11-17,2026-10-11,201,Belum Tersertifikasi,2027-07-19,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Perintis/data=!4m7!3m6!1s0x2dbee3007f6b4e57:0xd84a7746885e7400!8m2!3d-5.1419485!4d119.4887053!16s%2Fg%2F11vt63rmf6!19sChIJV05rfwDjvi0RAHReiEZ3Stg?authuser=0&hl=id&rclk=1
GCN-0028,Mie Gacoan Binjai,"Alamat: Jl. Soekarno Hatta, Timbang Langkat, Kec. Binjai Tim., Kota Binjai, Sumatera Utara 20735",Kota Binjai,Sumatra Utara,4.7,,,Approved,2025-06-02,2026-10-25,215,Tersertifikasi,2028-03-16,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Binjai/data=!4m7!3m6!1s0x303129e3984a1d75:0x5ea99ae73f3118b7!8m2!3d3.6086258!4d98.5098719!16s%2Fg%2F11vj6rccms!19sChIJdR1KmOMpMTARtxgxP-eaqV4?authuser=0&hl=id&rclk=1
GCN-0149,Mie Gacoan Tangerang - Cipondoh,"Alamat: Jl. KH. Hasyim Ashari No.71, RT.008/RW.002, Poris Plawad Utara, Kec. Cipondoh, Kota Tangerang, Banten 15141",Kota Tangerang,Banten,4.6,,,Approved,2024-03-22,2026-11-01,222,Tersertifikasi,2026-12-03,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tangerang+-+Cipondoh/data=!4m7!3m6!1s0x2e69f94f1b474fef:0x7cf44cb3839c017d!8m2!3d-6.1873763!4d106.6624113!16s%2Fg%2F11kbdgnjzd!19sChIJ709HG0_5aS4RfQGcg7NM9Hw?authuser=0&hl=id&rclk=1
GCN-0003,Mie Gacoan Aceh Tamiang,"Alamat: Jl. Ir. H. Juanda Dalam, Gampong Bundar, Kec. Karang Baru, Kabupaten Aceh Tamiang, Aceh 24476",Kabupaten Aceh Tamiang,Aceh,4.9,,Telepon: 0895-6006-60001,Approved,2023-04-28,2026-11-02,223,Tersertifikasi,2027-08-11,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Aceh+Tamiang/data=!4m7!3m6!1s0x303775f716653ab1:0xb154114e0043d2d6!8m2!3d4.2909198!4d98.0502091!16s%2Fg%2F11mrbw287j!19sChIJsTplFvd1NzAR1tJDAE4RVLE?authuser=0&hl=id&rclk=1
GCN-0163,Mie Gacoan Ungaran,"Alamat: Jalan Diponegoro B No.239 Kelurahan Genuk, Jl. Diponegoro No.235, Genuk Timur, Ungaran, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50512",Kabupaten Semarang,Jawa Tengah,4.6,,Telepon: 0821-3300-6261,Approved,2024-08-07,2026-11-03,224,Tersertifikasi,2026-07-08,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Ungaran/data=!4m7!3m6!1s0x2e7087671f09070f:0x7b6e418e33eff321!8m2!3d-7.147831!4d110.4082179!16s%2Fg%2F11v0y18d_d!19sChIJDwcJH2eHcC4RIfPvM45Bbns?authuser=0&hl=id&rclk=1
GCN-0166,Mie Gacoan Kartasura,"Alamat: Jl. Slamet Riyadi No.368, Dusun I, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161",Kabupaten Sukoharjo,Jawa Tengah,4.7,,,In Progress,2024-12-23,2026-11-04,225,Tersertifikasi,2026-07-31,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kartasura/data=!4m7!3m6!1s0x2e7a151ab5ee4155:0xdda07fc9388e16b7!8m2!3d-7.5660272!4d110.7735314!16s%2Fg%2F11spmqhybz!19sChIJVUHutRoVei4RtxaOOMl_oN0?authuser=0&hl=id&rclk=1
